elapsed,iterations,steps,tasks,flops,bytes,width,std,reps,scale_factor,time_per_task,efficiency
1.654503e+02,67108864,1000,128000,274877911040000,0,128,0.000000e+00,1,1.000000e+00,1.654503e+02,1.000000e+00
8.201494e+01,33554432,1000,128000,137438957568000,0,128,2.451150e-01,2,2.000000e+00,8.201494e+01,1.008660e+00
4.074741e+01,16777216,1000,128000,68719480832000,0,128,8.039234e-02,3,4.000000e+00,4.074741e+01,1.015097e+00
2.026652e+01,8388608,1000,128000,34359742464000,0,128,1.493165e-02,4,8.000000e+00,2.026652e+01,1.020466e+00
1.011662e+01,4194304,1000,128000,17179873280000,0,128,4.745011e-02,5,1.600000e+01,1.011662e+01,1.022145e+00
5.216990e+00,2097152,1000,128000,8589938688000,0,128,2.461096e-02,5,3.200000e+01,5.216990e+00,9.910545e-01
3.504673e+00,1048576,1000,128000,4294971392000,0,128,5.310125e-02,5,6.400000e+01,3.504673e+00,7.376326e-01
4.038324e+00,524288,1000,128000,2147487744000,0,128,6.279306e-02,5,1.280000e+02,4.038324e+00,3.200785e-01
4.360330e+00,262144,1000,128000,1073745920000,0,128,1.404691e-01,5,2.560000e+02,4.360330e+00,1.482205e-01
4.605251e+00,131072,1000,128000,536875008000,0,128,1.089169e-01,5,5.120000e+02,4.605251e+00,7.016884e-02
4.743589e+00,65536,1000,128000,268439552000,0,128,1.591905e-01,5,1.024000e+03,4.743589e+00,3.406125e-02
4.727753e+00,32768,1000,128000,134221824000,0,128,1.368690e-01,5,2.048000e+03,4.727753e+00,1.708767e-02
4.643308e+00,16384,1000,128000,67112960000,0,128,4.501890e-02,5,4.096000e+03,4.643308e+00,8.699216e-03
4.713906e+00,8192,1000,128000,33558528000,0,128,2.000953e-01,5,8.192000e+03,4.713906e+00,4.284466e-03
4.799669e+00,4096,1000,128000,16781312000,0,128,1.385271e-01,5,1.638400e+04,4.799669e+00,2.103954e-03
4.742203e+00,2048,1000,128000,8392704000,0,128,1.394272e-01,5,3.276800e+04,4.742203e+00,1.064725e-03
4.630868e+00,1024,1000,128000,4198400000,0,128,5.384886e-02,5,6.553600e+04,4.630868e+00,5.451615e-04
4.768650e+00,512,1000,128000,2101248000,0,128,9.004224e-02,5,1.310720e+05,4.768650e+00,2.647050e-04
4.750890e+00,256,1000,128000,1052672000,0,128,8.543969e-02,5,2.621440e+05,4.750890e+00,1.328473e-04
